,Date,Text,Location,Person,Organization,siren
1096,10.03.2024 10:12:53 UTC+03:00,IDF: Sirens sounded in northern Israel.,['northern Israel'],[],[],1
1097,10.03.2024 10:25:03 UTC+03:00,IDF: Sirens sounded in northern Israel.,['northern Israel'],[],[],1
1098,10.03.2024 10:59:20 UTC+03:00,"IDF: Following the sirens that sounded in northern Israel, approximately 35 launches from Lebanon toward Israeli territory were identified, a number of which were intercepted.Overnight, IDF fighter jets struck Hezbollah terrorist infrastructure in the area of Ayta ash Shab, an anti-tank missile launch post in the area of Maroun El Ras, and a military structure in which Hezbollah terrorists were identified in the area of Khirbet Selm.Attached is video footage of the strikes:https://bit.ly/439ktHW","['northern Israel', 'Lebanon', 'Israeli', 'Ayta ash Shab', 'Maroun El Ras', 'Khirbet Selm']",[],"['IDF', 'IDF', 'Hezbollah', 'Hezbollah']",1
1099,10.03.2024 12:48:14 UTC+03:00,IDF: Sirens sounded in northern Israel.,['northern Israel'],[],[],1
1100,10.03.2024 12:55:34 UTC+03:00,IDF: Sirens sounded in northern Israel.,['northern Israel'],[],[],1
1101,10.03.2024 17:02:49 UTC+03:00,"IDF:The IDF is exercising providing supplies under fire as part of operational readiness in the northern arenaOver the past week, the Technology and Logistics Directorate led an operational exercise in which logistical supplies were provided to forces by air and on the ground. The exercise was conducted in cooperation with the Northern Command, the Israeli Air Force and additional Ground Forces units.During the exercise, the forces exercised the transportation of equipment, water, fuel and ammunition in an emergency scenario to forces operating in the northern arena. The exercise included the loading and unloading of equipment from IAF aircraft and transporting it in the field by vehicle.Since the beginning of the war, seven aerial logistical supply operations were conducted by the Aerial Supply Unit, during which approximately 110 tons of supplies were delivered to the forces operating in Gaza. Thousands of additional logistical operations were conducted on the ground in the form of logistical convoys.The IDF is ready to conduct similar operations in the northern arena as well—extensively and under fire if necessary.Attached is footage from the multi-branch exercise in the Northern Command:https://bit.ly/43ftqiPAttached is drone footage from the exercise:https://bit.ly/3v31NgqAttached are related photos:https://idfanc.activetrail.biz/ANC070324878","['northern arena', 'northern arena', 'Gaza', 'northern arena']",[],"['IDF', 'IDF', 'Technology and Logistics Directorate', 'Northern Command', 'Israeli Air Force', 'IAF', 'Aerial Supply Unit', 'IDF', 'Northern Command']",0
1102,10.03.2024 17:20:17 UTC+03:00,"IDF: Attached is a link to the IDF website, where further updates on one fallen soldier have been published:https://www.idf.il/59780",[],[],"['ID', 'IDF']",0
1103,10.03.2024 17:41:53 UTC+03:00,"IDF: Sirens sounded in Majdal Shams, northern Israel.","['Majdal Shams', 'northern Israel']",[],[],1
1104,10.03.2024 17:49:59 UTC+03:00,"IDF: Earlier today, a terrorist cell armed with an anti-tank missile launcher was identified in the area of Chebaa in southern Lebanon.Promptly following the identification, IDF fighter jets and aircraft were directed to strike the cell before they were able to carry out the attack.In addition, this morning, a Hezbollah aircraft that fell in an open area in Mt. Hermon was identified. No injuries were reported and no damage was caused.Furthermore, earlier today one launch from Lebanon toward the area of Malkia was identified. No injuries were reported, damage was caused to a military vehicle.Attached is a related video:https://bit.ly/3wGyHUo","['Chebaa', 'southern Lebanon', 'Mt . Hermon', 'Lebanon', 'area', 'Malkia']",[],"['IDF', 'IDF', 'Hezbollah']",0
1105,10.03.2024 21:50:02 UTC+03:00,"IDF: Earlier today, approximately 30 launches were identified crossing from Lebanon into the area of Mount Hermon in northern Israel. No injuries were reported. In response, IDF artillery struck the sources of fire.Earlier today, IDF fighter jets struck a launcher in the area of Rachaya Al Foukhar, from which launches were carried toward the area of Mount Hermon out earlier today.The IDF struck an additional launcher in the area of Kounine in southern Lebanon, from which launches were carried toward the area of Mount Meron throughout the day.Attached is a video of the strike:https://bit.ly/3TrP7sO","['Lebanon', 'area of', 'Mount Hermon', 'northern Israel', 'Rachaya Alr', 'area of', 'Mount Hermon', 'Kounine', 'southern Lebanon', 'area of', 'Mount Meron']",[],"['IDF', 'IDF', 'IDF', 'IDF']",0
1106,11.03.2024 09:53:31 UTC+03:00,"IDF:IDF troops struck terrorist operatives who endangered the forces in the central Gaza Strip; IDF special forces are continuing to operate in the area of Hamad in Khan YunisOver the past day, IDF troops killed approximately 15 terrorists in the central Gaza Strip in close-quarters encounters, with sniper fire and in aerial strikes. IDF troops identified a terrorist cell carrying suspected weapons out of a Hamas military compound in the area. After the terrorists were identified continuing to operate in the area, an IDF aircraft targeted them in a responsive strike. Another terrorist cell observing IDF troops in the area was eliminated.In the area of Hamad in southern Gaza, IDF special forces conducted targeted raids on a number of residences used for terrorist activities, apprehended Hamas operatives, and located weapons, ammunition, and additional military equipment. During one of the operations, an anti-tank missile was launched at the troops. No injuries were reported. A short while afterward, IDF troops identified a terrorist moving in the area from which the launch was carried out. After precisely monitoring the terrorist, he was killed in an encounter at close quarters.In Al-Qarara in the city of Khan Yunis, IDF ground and aerial forces used sniper fire and tanks to strike terrorists in the area.Israeli Naval troops operating in the northern Gaza Strip directed a helicopter that struck a vessel used by terror organizations in the area.Attached is a video of IDF strikes:https://bit.ly/4a6XdwpAttached is a video of IDF activities in the Gaza Strip:https://bit.ly/3Iy6MIUAttached are photos of IDF activities in the Gaza Strip:https://IDFANC.activetrail.biz/ANC11032024222","['the', 'central Gaza Strip', 'Hamad', 'Khan YunisOver', 'central Gaza Strip', 'Hamad', 'southern Gaza', 'Al - Qarara', 'Khan Yunis', 'northern Gaza Strip', 'Gaza Strip', 'Gaza Strip']",[],"['IDF', 'IDF', 'IDF', 'IDF', 'IDF', 'Hamas', 'IDF', 'IDF', 'IDF', 'Hamas', 'IDF', 'IDF', 'Israeli']",0
1107,11.03.2024 14:54:11 UTC+03:00,"IDF: Following the sirens that sounded regarding a hostile aircraft infiltration in the northern Golan area, two aerial targets that crossed from Lebanon into Israeli territory that fell in open areas were identified.A short while ago, fighter jets struck a Hezbollah military site in the area of Jibbain. An additional Hezbollah military site in the area of Taybeh was struck overnight.Attached is video footage of the strikes:https://bit.ly/3V62C2C","['the', 'northern Golan area', 'Lebanon', 'Israeli', 'Jibbain', 'Taybeh']",[],"['IDF', 'Hezbollah', 'Hezbollah']",1
1108,11.03.2024 15:58:53 UTC+03:00,"IDF: Sirens sounded in Shtula, northern Israel.","['Shtula', 'northern Israel']",[],[],1
1109,11.03.2024 17:01:00 UTC+03:00,IDF: Sirens sounded in northern Israel.,['northern Israel'],[],[],1
1110,11.03.2024 17:03:25 UTC+03:00,IDF: Sirens sounded in the city of Eilat.,['Eilat'],[],[],1
1111,11.03.2024 17:15:30 UTC+03:00,"IDF: Following the sirens that sounded in the city of Eilat, this was determined to be false identification.",['Eilat'],[],[],1
1112,11.03.2024 18:16:30 UTC+03:00,"IDF:Soldiers of the Egoz Unit encounter armed terrorists in a building in the Hamad areaSoldiers from the Egoz Unit of the Commando Brigade continue operating in the Hamad area of Khan Yunis. The soldiers are conducting targeted raids on terrorist infrastructure, locating weapons, eliminating dozens of terrorists and apprehending those who surrender to the forces.During scans of a building, terrorists opened fire on the soldiers. Using a drone, the soldiers identified the terrorists and returned fire. During the encounter, the soldiers precisely launched a 'Matador' missile at the room the terrorist was in, and were able to avoid harming a woman and two children who were in the adjacent room. The soldiers eliminated three armed terrorists, and another terrorist surrendered and was transferred for further interrogation by the security forces. The forces evacuated the woman and two children from the building and transferred them for medical treatment.Attached is footage from the operations of the Egoz Unit and the rescue of the civilians:https://bit.ly/3VdUvBg","['Hamad', 'Hamad', 'Khan Yunis']",[],"['IDF', 'Egoz Unit', 'Egoz Unit', 'Commando Brigade', 'Egoz Unit']",0
1113,11.03.2024 21:40:07 UTC+03:00,"Joint IDF and ISA announcement:IDF and ISA forces eliminated a terrorist who planned to carry out a terror attack in the immediate futureDuring a joint IDF and ISA counterterrorism activity based on ISA intelligence, Muhammad Jabar, a resident of Jenin, was eliminated in the town of Zeita while on his way to Israel in order to carry out a suicide attack in the immediate future. Jabar was armed with a weapon and a ready-to-use explosive device.","['Jenin', 'Zeita', 'Israel']","['Muhammad Jabar', 'Jabar']","['IDF', 'ISA', 'IDF', 'ISA', 'IDF', 'ISA', 'ISA']",0
1114,11.03.2024 22:07:43 UTC+03:00,"IDF: Earlier today, IDF fighter jets struck terrorist infrastructure and military structures used by the Hezbollah terrorist organization in the areas of Ayta ash Shab and Naqoura in southern Lebanon. Additionally, IDF artillery and tanks struck in the area of Ayta ash Shab in southern Lebanon.Attached is a related video:https://bit.ly/4c86kPl","['Ayta ash Shab', 'Naqoura', 'southern Lebanon', 'Ayta ash Shab', 'southern Lebanon']",[],"['IDF', 'IDF', 'Hezbollah', 'IDF']",0
1115,11.03.2024 22:39:34 UTC+03:00,"IDF: Following the statement of the IDF Spokesperson, RDML Daniel Hagari, attached is footage of a strike on an underground compound of senior Hamas terrorists in the central Gaza Strip:https://bit.ly/3wMDeVA",['Gaza Strip'],['Daniel Hagari'],"['IDF', 'IDF', 'Hamas']",0
1116,12.03.2024 01:27:25 UTC+03:00,"IDF: A short while ago, IDF fighter jets struck two Hezbollah terrorist organization sites in the area of the Beqaa Valley in Lebanon. The sites belong to Hezbollah’s aerial forces that planned and carried out various attacks against the State of Israel.The strikes were in retaliation to Hezbollah aircraft attacks launched towards the Golan Heights over recent days.Attached is a related video:https://bit.ly/3PiWYX0","['Beqaa Valley', 'Lebanon', 'Israel', 'Golan Heights']",[],"['IDF', 'IDF', 'Hezbollah', 'Hezbollah', 'Hezbollah']",0
1117,12.03.2024 01:29:16 UTC+03:00,"IDF: IDF Spokesperson, Rear Admiral Daniel Hagari:""Marwan Issa, deputy of Mohammad Deif and one of the planners of the Oct. 7 Massacre, was targeted in a joint operation with the ISA on an underground compound.We are still assessing the results of the strike and will inform the public of them when we are certain.We will continue to pursue Hamas leaders and everyone involved in the Oct. 7 Massacre, not only in Gaza.""Please find attached the translation of a briefing by the IDF Spokesperson, Rear Admiral Daniel Hagari:https://www.idf.il/185100",['Gaza'],"['Daniel Hagari', 'Marwan Issa', 'Mohammad Deif', 'Daniel Hagari']","['IDF', 'IDF', 'ISA', 'Hamas', 'IDF']",0
1118,12.03.2024 09:53:58 UTC+03:00,"IDF: A short while ago, IDF fighter jets struck three launchers used to fire rockets toward the Golan Heights earlier this morning (Tuesday).Attached is a related video:https://bit.ly/3TvcCkO",['Golan Heights'],[],"['IDF', 'IDF']",0
1119,12.03.2024 11:09:18 UTC+03:00,"IDF:The terrorist who fired rockets toward Israel was eliminated after exiting the launch site; in the central Gaza Strip rocket launchers that fired toward Israel were dismantledTroops from the Egoz Unit are continuing to operate and conduct targeted raids in the Hamad area of Khan Yunis. The troops located a military compound containing weapons in the area, including AK-47 rifles, vests, and explosive devices.Over the past day, IDF troops assisted by the IAF struck a terrorist who fired mortar shells at Israeli territory. The troops monitored the source of the fire, identified the terrorist who exited the launch site, and directed an aircraft that struck the terrorist. In response to the launches, IDF fighter jets also struck military compounds and terrorist infrastructure.Furthermore in the area of Hamad, four terrorists attempted to plant an explosive device adjacent to a compound where IDF troops were located. Combat teams of the Givati Brigade directed an aircraft that eliminated a terrorist cell.Troops of the 162nd Division are continuing to operate in the northern and central Gaza Strip. Over the past day, combat teams of the Nahal Brigade operated based on precise intelligence and located rocket launchers from which launches were fired at Israeli territory. The troops cleared the area of weapons and dismantled the launchers. In addition, two rockets were fired at IDF troops, who located the terrorists that exited the source of the fire. In response, an aircraft eliminated the terrorists. No IDF injuries were reported.Attached is a video of IDF strikes in the Gaza Strip:https://bit.ly/3PmCI6XAttached are photos of IDF activity in the Gaza Strip:https://IDFANC.activetrail.biz/ANC123202429047","['Israel', 'central Gaza Strip', 'Israel', 'Hamad', 'Khan Yunis', 'Israeli', 'Hamad', 'northern central Gaza Strip', 'Israeli territory', 'Gaza Strip', 'Gaza Strip']",[],"['ID', 'Egoz Unit', 'IDF', 'IAF', 'IDF', 'IDF', 'Givati Brigade', '162nd Division', 'Nahal Brigade', 'IDF']",0
1120,12.03.2024 14:36:45 UTC+03:00,"IDF: In response to the launches toward northern Israel carried out by the Hezbollah terrorist organization earlier this morning (Tuesday), IDF fighter jets struck two Hezbollah military command centers in the area of Baalbek, deep inside Lebanon, a short while ago. Hezbollah used these sites to store significant assets used to strengthen its weapons arsenal.Furthermore, a military compound in the area of Khiam and terrorist infrastructure in the area of Bint Jbeil were also struck earlier today.Attached is a video of the strikes that took place earlier today:https://bit.ly/3TdTCFZ","['northern Israel', 'Baalbek', 'Lebanon', 'Khiam', 'Bint Jbeil']",[],"['IDF', 'Hezbollah terrorist organization', 'IDF', 'Hezbollah', 'Hezbollah']",0
1121,12.03.2024 15:06:41 UTC+03:00,"IDF: Attached is a link to the IDF website, where further updates on one fallen soldier have been published:https://www.idf.il/59780",[],[],"['ID', 'IDF']",0
1122,12.03.2024 17:01:23 UTC+03:00,IDF: Sirens sounded in northern Israel.,['northern Israel'],[],[],1
1123,12.03.2024 17:16:34 UTC+03:00,IDF: Sirens sounded in northern Israel.,['northern Israel'],[],[],1
1124,12.03.2024 17:51:43 UTC+03:00,IDF: Sirens sounded in northern Israel.,['northern Israel'],[],[],1
1125,12.03.2024 17:55:48 UTC+03:00,IDF: Sirens sounded in northern Israel.,['northern Israel'],[],[],1
1126,12.03.2024 20:14:16 UTC+03:00,"IDF: Over the past few hours, numerous launches were identified crossing from Lebanon into the areas of Zar'it, Shtula, and Rosh HaNikra in northern Israel. In response, IDF soldiers responded with artillery fire toward the sources of the launches and struck in additional areas in Lebanon in order to remove threats.Additionally, a short while ago, IDF fighter jets targeted Hezbollah terrorist infrastructure in the area of al-Adisa and a military compound in the area of Ayta ash Shab in southern Lebanon.Attached is a video of the strike in the area of Baalbek, deep in Lebanon earlier today:https://bit.ly/3ThDbZ8Attached is a video of the strikes in southern Lebanon:https://bit.ly/3wYRxpP","['Lebanon', ""Zar ' it"", 'S', '##htula', 'Rosh HaNikra', 'northern Israel', 'Lebanon', 'al - Adisa', 'Ayta ash Shab', 'southern Lebanon', 'Baalbek', 'Lebanon', 'southern Lebanon']",[],"['IDF', 'IDF', 'IDF', 'Hezbollah']",0
1127,12.03.2024 21:42:47 UTC+03:00,"IDF: Earlier today, the IDF struck two Hezbollah military infrastructures on the Syrian front.The strike was conducted based on precise intelligence which incriminated the infrastructure.The IDF holds the Syrian regime accountable for all activities which take place within its territory and will not allow for any attempted actions which could lead to the entrenchment of Hezbollah on the Syrian front.Attach is a video of the strikes:https://bit.ly/3TwHEbX","['Syrian front', 'Syrian front']",[],"['IDF', 'IDF', 'Hezbollah', 'IDF', 'Hezbollah', '3TwHEbX']",0
1128,13.03.2024 00:29:36 UTC+03:00,"IDF: In accordance with government directives, six humanitarian aid trucks containing aid from the World Food Organization (WFP) entered the northern Gaza Strip via the ""96th"" gate on the security fence last night (Tuesday). This was done as part of a pilot in order to prevent the Hamas terrorist organization from taking over the aid.Israeli security officials carried out a prior security check on the trucks at the Kerem Shalom Crossing.The pilot's results will be presented to government officials.Attached is a related video:https://bit.ly/3TyLscDAttached are related photos:https://IDFANC.activetrail.biz/anc1203202468545461","['the northern Gaza Strip', 'Kerem Shalom Crossing']",[],"['World Food Organization', 'WFP', 'Hamas']",0
1129,13.03.2024 02:36:15 UTC+03:00,"IDF:The Chief of the General Staff to the observation soldiers at the Gaza border: We really trust you. We will investigate, learn and move forwardYesterday (Tuesday) the Chief of the General Staff visited the 414 Field Intelligence Unit on the border of the Gaza Strip and held a conversation with observation soldiers and Field Intelligence combat soldiers together with the Commanding Officer of the Gaza Division, BG Avi Rosenfeld.Attached is a video from the conversation of the Chief of the General Staff with the observation soldiers:https://bit.ly/3IAFCkYAttached is a related video:https://bit.ly/3TvXTWOAttached are additional photos:https://IDFANC.activetrail.biz/ANC865325Attached is the full statement of the Chief of the General Staff: ""We look at what is being done here in such a Situation Room and in many other Situation Rooms, on all our borders around the country as something very, very important, a critical component in our ability to provide protection at the borders, and this Unit of Field Intelligence, of the observation soldiers, who actually experienced on October 7th both very important work that contributed to the understanding of what was happening, and also a difficult experience. A lot of appreciation for the work done on the 7th of October and above all for a lot of resilience on returning to work, working seriously and working professionally. We really, really trust the work you do. We had a difficult point, we will learn and go very, very significantly forward.'","['Gaza', 'Gaza Strip']",['Avi Rosenfeld'],"['Field Intelligence Unit', 'Gaza Division']",0
1130,13.03.2024 09:27:17 UTC+03:00,IDF: Initial report - A report was received regarding a stabbing attack at the Jerusalem Tunnels Checkpoint. The terrorist was neutralized. Details to follow.,['Jerusalem Tunnels Checkpoint'],[],['IDF'],0
1131,13.03.2024 10:13:00 UTC+03:00,"IDF:The IDF eliminated a Hamas terrorist responsible for numerous rocket launches toward Israeli territory; IDF activity in the central Gaza Strip continuesDuring IAF strikes in the Gaza Strip, a Hamas terrorist responsible for numerous rocket launches toward Israeli territory, including on October 7th, was eliminated. In addition, over the past day, wide-scale strikes were carried out in enemy staging grounds in Deir-al-Balah. Several terrorist infrastructure sites were destroyed as part of those strikes, including operational shafts and anti-tank launch posts.As part of the ongoing IDF activity in the Hamad, Abasan, and Al-Qarara areas of Khan Yunis, the troops are intensifying operations.In the last 24 hours, there were exchanges of fire between IDF troops and a terrorist cell consisting of seven terror operatives barricaded inside a compound in the Hamad area of Khan Yunis. In a coordinated strike, the troops killed several of the terrorists, and then directed an aircraft to strike and eliminate the rest of the cell. Weapons were also located in the area.Furthermore, IDF troops continue to operate in the central Gaza Strip. In one incident, a terrorist with a suspicious object in his possession was identified entering Hamas terrorist infrastructure adjacent to the troops. An aircraft was directed to eliminate the terrorist.Attached is a video of IDF strikes in the Gaza Strip:https://bit.ly/3uXG4qgAttached are photos of IDF activity in the Gaza Strip:https://IDFANC.activetrail.biz/anc1303202468541654218645","['Israeli', 'central Gaza Strip', 'Gaza Strip', 'Israeli', 'Deir - al - Balah', 'Hamad', 'Abasan', 'Al - Qarara', 'Khan Yunis', 'Hamad', 'Khan Yunis', 'central Gaza Strip', 'Gaza Strip', 'Gaza Strip']",[],"['IDF', 'IDF', 'Hamas', 'Hamas', 'IDF', 'IDF', 'Hamas']",0
1132,13.03.2024 11:14:36 UTC+03:00,"IDF: Sirens sounded in Hanita, northern Israel.","['Hanita', 'northern Israel']",[],[],1
1133,13.03.2024 11:18:30 UTC+03:00,"IDF: Following the initial report regarding a stabbing attack at the Jerusalem Tunnels Checkpoint, an IDF soldier and security guard neutralized the terrorist. An IDF soldier at the scene was lightly injured and evacuated to a hospital to receive medical treatment. Her family has been notified.",['Jerusalem Tunnels Checkpoint'],[],"['IDF', 'IDF', 'IDF']",0
1134,13.03.2024 14:12:19 UTC+03:00,"IDF:The IDF eliminated a significant Hamas terrorist in Lebanon who advanced terror attacks against Israeli and Jewish targets around the worldEarlier today (Wednesday), an aircraft in the area of Tyre struck Hadi Ali Mustafa, a significant operative in Hamas’ department responsible for its international terrorist activities. In his position, Hadi directed terrorist cells and activities in the field, and advanced terror attacks against Israeli and Jewish targets in various countries around the world. Hadi operated under the direction of Samir Fendi, one of Saleh al-Arouri’s associates who was killed together with him.The IDF and Israeli security forces will continue to operate against the Hamas terrorist organization in every arena in which it operates.Attached is a related video:https://bit.ly/48XLqQ2","['Lebanon', 'Tyre', 'Israeli']","['Hadi Ali Mustafa', 'Hadi', 'Hadi', 'Samir Fendi', 'Saleh al - Arouri']","['IDF', 'IDF', 'Hamas', 'Hamas', 'IDF', 'Hamas']",0
1135,13.03.2024 15:28:51 UTC+03:00,"IDF: Sirens sounded in Netiv HaAssara, a community near the Gaza Strip.",['Gaza Strip'],['Netiv HaAssar'],[],1
1136,13.03.2024 15:30:52 UTC+03:00,IDF: Sirens sounded in communities near the Gaza Strip.,['Gaza Strip'],[],[],1
1137,13.03.2024 16:28:30 UTC+03:00,"IDF: A short while ago, IDF fighter jets struck a Hezbollah military compound in the area of Qantara and Hezbollah military infrastructure in the area of Yater.Earlier today, the IDF struck a Hezbollah launch post and a Hezbollah military compound in the area of Aalma El Chaeb.Attached is a related video:https://bit.ly/3v985Lr","['Qantara', 'Yater']",['Aalma El Chaeb'],"['IDF', 'IDF', 'Hezbollah', 'Hezbollah', 'IDF', 'Hezbollah', 'Hezbollah']",0
1138,13.03.2024 17:53:25 UTC+03:00,"IDF: Sirens sounded in Yesud HaMa'ala, northern Israel.",['northern Israel'],"[""Yesud HaMa ' ala""]",[],1
1139,13.03.2024 20:17:23 UTC+03:00,"IDF:The 98th Division's operations in the Hamad area in Khan YunisThe Commando Brigade is operating in the Hamad area and other parts of western Khan Yunis, in coordination with the Israeli Air Force in combined ground operations.The operations include targeted raids on terror operatives and infrastructure embedded in multi-story buildings, during which approximately one hundred terrorists were eliminated. The operations also involved more than one hundred aerial strikes carried out in close proximity to the ground forces.During the forces' activity, soldiers from the Maglan, Egoz, and Givati Reconnaissance Units apprehended a number of terrorists, including a commander from Hamas’ Nukhba Forces. Intelligence gathered from the apprehended terrorists precisely directed the forces to other terror infrastructure in the area, including tunnel shafts, booby traps, and the locations of other terrorists.Soldiers of the Givati Reconnaissance Unit apprehended a Hamas operative in the Khan Yunis Brigade. His interrogation led the forces to terror infrastructure from which approximately fifteen terrorists were operating. The terrorists were eliminated and the location was destroyed by aircraft directed by the forces.Attached is footage from the Givati Brigade's operations in the Hamad area:https://bit.ly/3ThArLvAttached is footage from the strike on a building in which 15 terrorists were operating:https://bit.ly/4cflLVRAttached is a photo of the weapons found by the Givati Brigade:https://idfanc.activetrail.biz/ANC643663Attached are additional photos:https://idfanc.activetrail.biz/ANC13032424","['Hamad area', 'Khan', 'Hamad area', 'western Khan Yunis', 'Khan Brigade', 'Hamad area']",[],"['98th Division', 'Israeli', 'Maglan', 'Egoz', 'Givati Reconnaissance Units', 'Hamas', 'Nukhba Forces', 'Givati Reconnaissance Unit', 'Hamas', 'Givati Brigade', 'Givati Brigade']",0
1140,13.03.2024 21:47:11 UTC+03:00,"Joint IDF and ISA announcement:Precise strike on a Hamas terrorist in Rafah; the IDF and ISA eliminated a commander in Hamas’ Operations UnitEarlier today (Wednesday), following IDF and ISA intelligence, an IDF aircraft precisely targeted and eliminated a terrorist in Hamas’ Operations Unit in the area of Rafah, Muhammad Abu Hasna.Hasna was a combat support operative in Hamas’ military wing. He was also involved in taking control of humanitarian aid and distributing it to Hamas terrorists. Furthermore, Hasna coordinated the activities of various Hamas units, as well as communicated with and activated Hamas field operatives. Hasna was also responsible for an intelligence operations room which provides information on IDF positions for use in Hamas attacks.His precise targeting significantly damages the operational capabilities of various Hamas units in Rafah.Attached is a video of the elimination:https://bit.ly/4a93CqN","['Rafah', 'Rafah', 'Rafah']","['Muhammad Abu Hasna', 'Hasna', 'Hasna', 'Hasna']","['Joint', 'IDF', 'ISA', 'Hamas', 'IDF', 'ISA', 'Hamas', 'IDF', 'ISA', 'Hamas Operations Unit', 'Hamas', 'Hamas', 'Hamas', 'Hamas', 'Hamas', 'Hamas']",0
1141,13.03.2024 23:45:14 UTC+03:00,"IDF: A short while ago, fighter jets struck military structures used by the Hezbollah terrorist organization in the areas of Meiss El Jabal and Ayta ash Shab in southern Lebanon.Additionally, throughout the day, IDF artillery struck in the area of Wadi Hamoul in southern Lebanon.Attached is related video footage:https://bit.ly/4chr0EK","['Meiss El Jabal', 'Ayta ash Shab', 'southern Lebanon', 'Wadi Hamoul', 'southern Lebanon']",[],"['IDF', 'Hezbollah', 'IDF']",0
1142,14.03.2024 09:49:32 UTC+03:00,"IDF:IDF operations against terrorist operatives and infrastructure in the Gaza Strip continueYesterday (Wednesday), a mortar shell fired from central Gaza toward Kibbutz Nahal Oz in southern Israel fell inside the Gaza Strip. Within a few minutes, the terrorists responsible for the attempted launch were struck and eliminated by IDF aircraft.In central Gaza, a terrorist cell located adjacent to the troops was identified and eliminated using tank fire. An additional terrorist was killed in the area during a joint IDF and IAF aerial strike.IDF troops of the 98th Division are continuing to operate in Khan Yunis, conducting targeted raids on terror targets and eliminating terrorists.In Hamad, IDF troops conducted targeted raids on structures in the area, during which rocket launchers were destroyed. After identifying two terrorist operatives in the area, the troops directed an aircraft to strike and eliminate them.In the area of Bani Suheila, three terrorists approaching forces in the area were killed by tank fire. IDF troops also directed an aircraft to strike and eliminate two terrorists that were located adjacent to a Hamas weapons storage facility in the area.Attached is video footage of the strike on the terrorists who attempted to fire at Kibbutz Nahal Oz:https://bit.ly/4cidBvSAttached is video footage of the IDF strikes in the Gaza Strip:https://bit.ly/3TKAtx7Attached are photos of the IDF troops’ operational activity in the Gaza Strip:https://IDFANC.activetrail.biz/ANC140320242232","['Gaza Strip', 'central Gaza', 'Kibbutz Nahal Oz', 'southern Israel', 'Gaza Strip', 'central Gaza', 'Khan Yunis', 'Hamad', 'Bani Suheila', 'Kibbutz Nahal Oz', 'Gaza Strip', 'Gaza Strip']",[],"['IDF', 'IDF', 'IDF', 'IAF', 'IDF', '98th Division', 'IDF', 'IDF', 'Hamas', 'IDF', 'IDF']",0
1143,14.03.2024 10:22:59 UTC+03:00,"IDF:Humanitarian aid entering Gaza from land, air and sea; The IDF continues to expand its efforts to enable the entry of humanitarian aid into the Gaza StripFor the first time, the IDF prepared for the arrival of humanitarian aid to the Gaza Strip by sea.A ship carrying humanitarian aid from the WCK (World Central Kitchen) organization and funded by the United Arab Emirates set sail on Tuesday from the port of Larnaca in Cyprus toward the Gaza Strip. This was carried out in coordination with Israeli security and civilian authorities, in accordance with the directive of the government of Israel and at the request of the U.S. government.The delivery of the aid was facilitated after all the equipment on the ship underwent a comprehensive security check and was accompanied by Israeli officials to ensure that humanitarian aid alone reaches the Gaza Strip.In addition, six humanitarian aid trucks containing aid from the World Food Programme (WFP) entered the northern Gaza Strip via the 96th Gate along the security fence on Tuesday.  This was carried out in accordance with government directives and in coordination with the IDF and COGAT, following an agreement with the American government. Israeli security officials carried out a prior security check on the trucks at the Kerem Shalom Crossing.Furthermore, over 1,000 aid packages have been airdropped into the Gaza Strip in over 12 airdrops by foreign countries during the last week.Attached is footage of the entry of the trucks at the 96th Gate:https://bit.ly/3TyLscDAttached are related photos:https://IDFANC.activetrail.biz/ANC14032024222Attached is footage of airdrops from the last week:https://bit.ly/3IzGJBl","['Gaza', 'Gaza Strip', 'Gaza Strip', 'United Arab Emirates', 'Larnaca', 'Cyprus', 'Gaza Strip', 'Israel', 'U . S .', 'Gaza Strip', 'northern Gaza Strip', '96th Gate', 'Kerem Shalom Crossing', 'the', 'Gaza Strip', '96th Gate']",[],"['IDF', 'The', 'IDF', 'IDF', 'WCK', 'World Central Kitchen', 'World Food Programme', 'WFP', 'IDF', 'COGAT']",0
1144,14.03.2024 11:12:32 UTC+03:00,"IDF: Sirens sounded in Kfar Blum, northern Israel.","['Kfar Blum', 'northern Israel']",[],[],1
1145,14.03.2024 13:47:06 UTC+03:00,"IDF: Following the sirens that sounded in Kfar Blum, the IDF Aerial Defense Array successfully intercepted a suspicious aerial target that crossed from Lebanon into Israeli territory.Furthermore, IDF fighter jets struck Hezbollah terrorist infrastructure in the area of Kounine a short while ago.Attached is a video of the strikes:https://bit.ly/3IAvpon","['Lebanon', 'Israeli', 'Kounine']",['Kfar Blum'],"['IDF', 'IDF Aerial Defense Array', 'IDF', 'Hezbollah']",1
1146,14.03.2024 18:47:29 UTC+03:00,"IDF: Over the past few hours, numerous launches were identified crossing from Lebanon into the area of Malkia in northern Israel.Moreover, IDF fighter jets struck Hezbollah military compounds in the area of Naqoura a short while ago and IDF artillery struck in the area of Wadi Hamoul in order to remove a threat. Additionally, Hezbollah terrorist infrastructure was struck in the area of Yaroun.Attached is a video of the strikes:https://bit.ly/4chFuo4","['Lebanon', 'Malkia', 'northern Israel', 'Naqoura', 'Wadi Hamoul', 'Yaroun']",[],"['IDF', 'IDF', 'Hezbollah', 'IDF', 'Hezbollah']",0
